CASO,R,G,B,CLASE 
47633,126,91,59,3
47634,126,91,59,3
47635,153,118,88,3
47636,174,139,109,3
47637,184,149,119,3
47638,196,161,131,3
47639,181,146,114,3
47640,135,100,68,3
47641,131,96,64,3
47642,171,136,104,3
47643,200,165,133,3
47644,213,178,146,3
47645,221,186,154,3
47646,221,186,154,3
47647,218,183,151,3
47648,217,182,150,3
47649,222,187,155,3
47650,216,181,149,3
47651,203,168,136,3
47652,206,171,139,3
47653,212,177,145,3
47654,204,169,137,3
47655,212,177,147,3
47656,196,161,131,3
47657,187,152,120,3
47658,187,152,120,3
47659,180,145,113,3
47660,165,130,98,3
47661,150,115,83,3
47662,140,105,73,3
47663,162,128,93,3
47664,176,142,107,3
47665,179,145,110,3
47666,184,150,115,3
47667,198,164,127,3
47668,193,159,122,3
47669,180,146,109,3
47670,182,148,111,3
47671,208,175,140,3
47672,205,172,137,3
47673,189,156,121,3
47674,188,155,120,3
47675,206,174,136,3
47676,204,172,134,3
47677,184,152,114,3
47678,176,144,106,3
47679,185,153,114,3
47680,171,139,100,3
47681,166,134,95,3
47682,177,145,106,3
47683,9,8,6,3
47684,4,4,2,3
47685,6,4,5,3
47686,7,7,5,3
47687,5,3,4,3
47688,4,2,3,3
47689,3,3,1,3
47690,15,12,19,3
47691,6,4,9,3
47692,14,12,15,3
47693,13,9,10,3
47694,11,7,4,3
47695,175,159,134,3
47696,193,174,142,3
47697,153,125,86,3
47698,148,116,75,3
47699,170,138,97,3
47700,190,157,116,3
47701,187,154,111,3
47702,168,133,91,3
47703,156,119,75,3
47704,173,136,92,3
47705,201,163,118,3
47706,194,156,109,3
47707,182,141,95,3
47708,202,159,114,3
47709,191,148,103,3
47710,187,145,97,3
47711,202,158,111,3
47712,180,137,92,3
47713,155,113,75,3
47714,140,100,64,3
47715,134,94,58,3
47716,148,108,72,3
47717,166,128,91,3
47718,164,126,89,3
47719,138,100,63,3
47720,112,74,37,3
47721,104,64,28,3
47722,139,101,64,3
47723,177,139,102,3
47724,202,164,127,3
47725,212,174,137,3
47726,203,165,128,3
47727,191,153,116,3
47728,190,152,115,3
47729,184,144,108,3
47730,182,143,104,3
47731,170,131,92,3
47732,167,128,87,3
47733,172,133,90,3
47734,161,123,78,3
47735,145,107,62,3
47736,144,106,59,3
47737,147,109,62,3
47738,151,113,66,3
47739,168,130,83,3
47740,189,151,104,3
47741,191,153,108,3
47742,180,142,97,3
47743,191,152,109,3
47744,219,180,137,3
47745,212,173,132,3
47746,187,148,107,3
47747,136,97,56,3
47748,106,67,26,3
47749,120,81,40,3
47750,144,105,64,3
47751,166,127,86,3
47752,191,152,111,3
47753,196,157,116,3
47754,187,148,107,3
47755,188,149,108,3
47756,194,155,114,3
47757,201,162,121,3
47758,208,169,128,3
47759,205,166,125,3
47760,191,152,111,3
47761,182,144,105,3
47762,183,145,106,3
47763,194,156,117,3
47764,191,153,114,3
47765,172,134,95,3
47766,174,136,97,3
47767,195,160,120,3
47768,209,174,134,3
47769,188,153,113,3
47770,204,169,129,3
47771,219,186,145,3
47772,210,177,136,3
47773,184,151,110,3
47774,181,148,107,3
47775,205,172,131,3
47776,225,191,153,3
47777,206,174,136,3
47778,182,150,112,3
47779,155,123,85,3
47780,154,122,84,3
47781,172,140,102,3
47782,179,147,109,3
47783,180,148,110,3
47784,187,155,117,3
47785,196,164,126,3
47786,181,149,111,3
47787,214,182,144,3
47788,234,202,164,3
47789,224,192,154,3
47790,233,201,163,3
47791,247,215,177,3
47792,251,219,181,3
47793,238,206,168,3
47794,234,202,164,3
47795,230,198,160,3
47796,226,194,156,3
47797,217,183,146,3
47798,207,173,136,3
47799,211,177,140,3
47800,221,187,150,3
47801,200,164,128,3
47802,195,159,123,3
47803,191,155,119,3
47804,199,163,127,3
47805,190,154,118,3
47806,180,144,108,3
47807,178,142,106,3
47808,149,113,77,3
47809,165,129,93,3
47810,180,144,108,3
47811,191,155,119,3
47812,202,166,130,3
47813,222,186,150,3
47814,234,198,162,3
47815,225,189,153,3
47816,213,177,141,3
47817,207,171,135,3
47818,198,162,126,3
47819,199,163,127,3
47820,204,168,132,3
47821,207,171,135,3
47822,217,181,145,3
47823,216,180,144,3
47824,200,165,125,3
47825,194,162,115,3
47826,192,160,109,3
47827,203,171,120,3
47828,215,184,130,3
47829,213,182,128,3
47830,206,175,120,3
47831,194,163,108,3
47832,179,148,93,3
47833,204,173,119,3
47834,188,156,105,3
47835,188,156,109,3
47836,202,169,126,3
47837,198,165,124,3
47838,179,145,107,3
47839,169,135,100,3
47840,171,137,102,3
47841,175,141,104,3
47842,179,145,108,3
47843,169,135,98,3
47844,162,128,91,3
47845,178,144,109,3
47846,196,162,127,3
47847,198,164,129,3
47848,195,161,126,3
47849,170,136,101,3
47850,179,145,110,3
47851,171,136,104,3
47852,161,126,94,3
47853,168,133,101,3
47854,169,134,102,3
47855,170,135,103,3
47856,182,147,115,3
47857,187,152,120,3
47858,164,129,97,3
47859,177,142,110,3
47860,210,175,143,3
47861,214,179,147,3
47862,210,175,143,3
47863,221,186,154,3
47864,232,197,165,3
47865,223,188,156,3
47866,216,181,149,3
47867,219,184,152,3
47868,214,179,147,3
47869,204,169,137,3
47870,218,183,151,3
47871,228,193,161,3
47872,213,178,146,3
47873,208,173,141,3
47874,194,159,127,3
47875,177,142,110,3
47876,167,132,100,3
47877,158,123,91,3
47878,146,111,79,3
47879,143,109,74,3
47880,149,115,80,3
47881,183,149,114,3
47882,207,173,138,3
47883,208,174,137,3
47884,191,157,120,3
47885,182,148,111,3
47886,174,140,103,3
47887,173,139,102,3
47888,186,152,115,3
47889,191,158,123,3
47890,185,152,117,3
47891,172,139,104,3
47892,180,147,112,3
47893,206,174,136,3
47894,202,170,132,3
47895,175,143,105,3
47896,163,131,93,3
47897,177,145,106,3
47898,162,130,91,3
47899,153,121,82,3
47900,160,128,89,3
47901,1,1,1,3
47902,1,1,1,3
47903,1,1,1,3
47904,1,1,1,3
47905,9,3,5,3
47906,11,5,9,3
47907,10,4,6,3
47908,181,161,136,3
47909,195,174,145,3
47910,179,156,124,3
47911,166,138,101,3
47912,189,155,109,3
47913,177,140,88,3
47914,185,147,98,3
47915,189,151,102,3
47916,186,146,97,3
47917,173,133,84,3
47918,163,121,71,3
47919,177,135,85,3
47920,202,158,109,3
47921,204,160,111,3
47922,234,190,141,3
47923,216,170,121,3
47924,179,133,84,3
47925,179,133,84,3
47926,172,126,77,3
47927,178,131,87,3
47928,187,143,104,3
47929,185,141,106,3
47930,185,141,106,3
47931,185,142,107,3
47932,182,139,104,3
47933,178,135,100,3
47934,177,134,99,3
47935,176,136,100,3
47936,181,141,105,3
47937,152,112,76,3
47938,128,88,52,3
47939,141,103,66,3
47940,176,138,101,3
47941,187,149,112,3
47942,178,140,103,3
47943,173,135,98,3
47944,159,120,81,3
47945,145,106,65,3
47946,141,102,61,3
47947,147,108,65,3
47948,151,113,68,3
47949,154,116,69,3
47950,163,125,78,3
47951,171,133,84,3
47952,158,120,71,3
47953,184,146,97,3
47954,197,159,110,3
47955,184,146,99,3
47956,160,122,75,3
47957,146,108,63,3
47958,165,127,82,3
47959,201,162,119,3
47960,190,151,108,3
47961,180,141,100,3
47962,157,118,77,3
47963,143,104,63,3
47964,138,99,58,3
47965,126,87,46,3
47966,135,96,55,3
47967,168,129,88,3
47968,191,152,111,3
47969,191,152,111,3
47970,188,149,108,3
47971,190,151,110,3
47972,201,162,121,3
47973,207,168,127,3
47974,200,161,120,3
47975,189,150,109,3
47976,187,149,110,3
47977,186,148,109,3
47978,188,150,111,3
47979,186,148,109,3
47980,183,145,106,3
47981,190,152,113,3
47982,194,159,119,3
47983,189,154,114,3
47984,177,142,102,3
47985,192,157,117,3
47986,211,178,137,3
47987,221,188,147,3
47988,211,178,137,3
47989,194,161,120,3
47990,196,163,122,3
47991,211,179,138,3
47992,216,184,145,3
47993,199,167,129,3
47994,172,140,102,3
47995,163,131,93,3
47996,175,143,105,3
47997,186,154,116,3
47998,195,163,125,3
47999,206,174,136,3
48000,215,183,145,3
48001,199,167,129,3
48002,229,197,159,3
48003,250,218,180,3
48004,242,210,172,3
48005,246,214,176,3
48006,251,219,181,3
48007,252,220,182,3
48008,237,205,167,3
48009,238,206,168,3
48010,234,202,164,3
48011,219,187,149,3
48012,199,165,128,3
48013,187,153,116,3
48014,193,159,122,3
48015,206,172,135,3
48016,197,161,125,3
48017,198,162,126,3
48018,171,135,99,3
48019,160,124,88,3
48020,140,104,68,3
48021,133,97,61,3
48022,168,132,96,3
48023,171,135,99,3
48024,179,143,107,3
48025,195,159,123,3
48026,217,181,145,3
48027,228,192,156,3
48028,226,190,154,3
48029,216,180,144,3
48030,208,172,136,3
48031,203,167,131,3
48032,202,166,130,3
48033,193,157,121,3
48034,205,169,133,3
48035,216,180,144,3
48036,208,172,136,3
48037,208,172,136,3
48038,215,179,143,3
48039,211,176,138,3
48040,211,178,133,3
48041,207,175,126,3
48042,211,179,130,3
48043,207,175,124,3
48044,186,154,103,3
48045,174,143,89,3
48046,180,149,95,3
48047,187,156,102,3
48048,189,157,106,3
48049,193,161,112,3
48050,205,172,127,3
48051,206,173,130,3
48052,193,160,119,3
48053,184,150,112,3
48054,175,141,106,3
48055,160,126,91,3
48056,187,153,116,3
48057,183,149,112,3
48058,167,133,96,3
48059,162,128,91,3
48060,181,147,112,3
48061,197,163,128,3
48062,197,163,128,3
48063,193,159,124,3
48064,199,165,130,3
48065,202,168,133,3
48066,197,162,130,3
48067,186,151,119,3
48068,174,139,107,3
48069,161,126,94,3
48070,158,123,91,3
48071,167,132,100,3
48072,205,170,138,3
48073,204,169,137,3
48074,218,183,151,3
48075,232,197,165,3
48076,225,190,158,3
48077,216,181,149,3
48078,226,191,159,3
48079,241,206,174,3
48080,233,198,166,3
48081,220,185,153,3
48082,215,180,148,3
48083,209,174,142,3
48084,200,165,133,3
48085,208,173,141,3
48086,216,181,149,3
48087,204,169,137,3
48088,196,161,129,3
48089,193,158,126,3
48090,173,138,106,3
48091,150,115,83,3
48092,142,107,75,3
48093,142,107,75,3
48094,153,119,84,3
48095,171,137,102,3
48096,203,169,134,3
48097,219,185,150,3
48098,217,183,146,3
48099,196,162,125,3
48100,180,146,109,3
48101,179,145,108,3
48102,191,157,120,3
48103,206,172,135,3
48104,186,153,118,3
48105,181,148,113,3
48106,175,142,107,3
48107,179,146,111,3
48108,187,155,117,3
48109,183,151,113,3
48110,175,143,105,3
48111,177,145,107,3
48112,191,159,120,3
48113,197,165,126,3
48114,190,158,119,3
48115,169,137,98,3
48116,1,1,1,3
48117,1,1,1,3
48118,26,17,8,3
48119,35,22,14,3
48120,181,155,128,3
48121,167,138,108,3
48122,174,144,110,3
48123,165,132,97,3
48124,158,123,81,3
48125,196,156,105,3
48126,191,148,93,3
48127,199,156,103,3
48128,196,153,100,3
48129,192,149,96,3
48130,191,148,95,3
48131,185,139,89,3
48132,194,148,98,3
48133,180,134,85,3
48134,170,124,75,3
48135,197,150,104,3
48136,190,142,96,3
48137,178,130,84,3
48138,174,126,80,3
48139,169,121,75,3
48140,184,137,95,3
48141,189,141,105,3
48142,200,154,120,3
48143,211,165,131,3
48144,202,156,122,3
48145,183,137,103,3
48146,179,135,100,3
48147,204,160,125,3
48148,233,190,155,3
48149,236,193,158,3
48150,174,134,98,3
48151,111,71,35,3
48152,106,66,30,3
48153,145,105,69,3
48154,168,128,92,3
48155,162,122,86,3
48156,155,115,79,3
48157,136,97,58,3
48158,129,90,49,3
48159,140,101,58,3
48160,145,107,62,3
48161,134,96,51,3
48162,148,110,63,3
48163,178,140,91,3
48164,187,150,98,3
48165,194,157,105,3
48166,224,187,135,3
48167,220,183,131,3
48168,185,147,98,3
48169,168,130,81,3
48170,170,132,85,3
48171,184,146,99,3
48172,202,164,119,3
48173,181,142,99,3
48174,183,144,101,3
48175,180,141,98,3
48176,184,145,102,3
48177,180,141,98,3
48178,151,112,69,3
48179,138,99,56,3
48180,160,121,78,3
48181,188,149,106,3
48182,198,159,116,3
48183,190,151,108,3
48184,186,147,104,3
48185,203,164,121,3
48186,210,171,128,3
48187,201,162,119,3
48188,198,159,116,3
48189,188,151,109,3
48190,188,151,109,3
48191,197,162,120,3
48192,208,173,131,3
48193,200,165,123,3
48194,185,150,108,3
48195,182,147,105,3
48196,189,154,112,3
48197,168,135,92,3
48198,180,147,104,3
48199,192,159,116,3
48200,211,178,135,3
48201,226,195,151,3
48202,213,182,138,3
48203,197,166,122,3
48204,203,171,130,3
48205,219,187,148,3
48206,212,183,143,3
48207,194,165,125,3
48208,184,155,115,3
48209,194,165,125,3
48210,207,178,138,3
48211,216,187,147,3
48212,226,197,157,3
48213,245,216,176,3
48214,227,198,158,3
48215,237,208,168,3
48216,242,213,173,3
48217,243,214,174,3
48218,253,224,184,3
48219,245,216,176,3
48220,233,201,162,3
48221,215,183,144,3
48222,224,190,152,3
48223,225,191,153,3
48224,212,178,140,3
48225,195,160,122,3
48226,183,148,110,3
48227,181,146,108,3
48228,182,147,109,3
48229,183,148,110,3
48230,176,141,103,3
48231,151,116,78,3
48232,132,97,59,3
48233,131,96,58,3
48234,146,111,73,3
48235,180,145,107,3
48236,209,174,136,3
48237,202,166,130,3
48238,201,165,129,3
48239,218,182,146,3
48240,234,198,162,3
48241,226,190,154,3
48242,207,171,135,3
48243,201,165,129,3
48244,205,169,133,3
48245,198,162,126,3
48246,198,162,126,3
48247,219,183,147,3
48248,225,189,153,3
48249,201,165,129,3
48250,199,163,127,3
48251,221,185,149,3
48252,229,194,156,3
48253,216,183,138,3
48254,212,181,134,3
48255,208,177,130,3
48256,191,161,111,3
48257,168,138,88,3
48258,167,137,85,3
48259,181,151,99,3
48260,189,159,107,3
48261,172,142,92,3
48262,189,158,111,3
48263,209,178,132,3
48264,206,175,131,3
48265,194,162,121,3
48266,196,164,125,3
48267,184,151,116,3
48268,152,119,84,3
48269,151,117,82,3
48270,141,107,72,3
48271,133,99,64,3
48272,145,111,76,3
48273,164,130,95,3
48274,164,130,95,3
48275,157,123,88,3
48276,161,127,92,3
48277,167,133,98,3
48278,163,129,94,3
48279,173,139,104,3
48280,183,149,114,3
48281,178,143,111,3
48282,175,140,108,3
48283,188,153,121,3
48284,201,166,134,3
48285,227,192,160,3
48286,227,192,160,3
48287,222,187,155,3
48288,221,186,154,3
48289,228,193,161,3
48290,231,196,164,3
48291,232,197,165,3
48292,237,202,170,3
48293,230,195,163,3
48294,214,179,147,3
48295,205,170,138,3
48296,199,164,132,3
48297,187,152,120,3
48298,182,147,115,3
48299,183,148,116,3
48300,182,147,115,3
48301,183,148,116,3
48302,195,160,128,3
48303,178,143,111,3
48304,148,113,81,3
48305,145,111,76,3
48306,157,123,88,3
48307,174,140,105,3
48308,192,158,123,3
48309,218,184,147,3
48310,217,183,146,3
48311,216,182,145,3
48312,208,174,137,3
48313,200,166,129,3
48314,206,172,135,3
48315,212,178,140,3
48316,208,174,137,3
48317,191,158,123,3
48318,184,151,116,3
48319,184,151,116,3
48320,183,150,115,3
48321,170,138,100,3
48322,167,135,97,3
48323,183,151,113,3
48324,198,166,128,3
48325,189,157,118,3
48326,203,171,132,3
48327,204,172,133,3
48328,190,158,119,3
48329,1,1,1,3
48330,1,1,1,3
48331,80,64,49,3
48332,98,80,66,3
48333,98,82,67,3
48334,115,97,83,3
48335,85,69,54,3
48336,147,128,111,3
48337,144,123,104,3
48338,142,120,99,3
48339,120,95,73,3
48340,137,109,85,3
48341,140,110,82,3
48342,159,126,95,3
48343,171,135,101,3
48344,165,127,90,3
48345,171,129,91,3
48346,198,155,112,3
48347,199,156,105,3
48348,202,157,102,3
48349,212,167,112,3
48350,202,157,102,3
48351,196,150,98,3
48352,197,151,99,3
48353,189,143,93,3
48354,193,147,98,3
48355,156,108,62,3
48356,144,97,53,3
48357,154,105,62,3
48358,198,151,109,3
48359,216,167,127,3
48360,168,120,80,3
48361,172,123,83,3
48362,171,123,85,3
48363,153,105,69,3
48364,159,110,77,3
48365,166,117,84,3
48366,167,118,85,3
48367,164,115,82,3
48368,171,125,91,3
48369,198,152,118,3
48370,224,180,145,3
48371,195,151,116,3
48372,179,136,101,3
48373,159,116,81,3
48374,155,115,79,3
48375,168,128,92,3
48376,169,129,93,3
48377,162,122,86,3
48378,162,123,84,3
48379,163,124,83,3
48380,149,110,67,3
48381,160,122,77,3
48382,162,124,79,3
48383,150,112,65,3
48384,174,136,87,3
48385,202,165,113,3
48386,190,153,101,3
48387,198,161,109,3
48388,226,189,137,3
48389,217,180,128,3
48390,189,152,100,3
48391,199,161,112,3
48392,219,181,132,3
48393,213,175,128,3
48394,200,162,115,3
48395,185,146,103,3
48396,185,146,103,3
48397,183,144,101,3
48398,197,158,115,3
48399,210,171,128,3
48400,188,149,106,3
48401,166,127,84,3
48402,172,133,90,3
48403,202,163,120,3
48404,217,178,135,3
48405,205,166,123,3
48406,194,155,112,3
48407,212,173,130,3
48408,218,179,136,3
48409,208,169,126,3
48410,211,172,129,3
48411,177,140,98,3
48412,191,154,112,3
48413,208,173,131,3
48414,220,185,143,3
48415,214,179,137,3
48416,202,167,125,3
48417,198,163,121,3
48418,201,166,124,3
48419,177,144,101,3
48420,192,159,116,3
48421,189,156,113,3
48422,188,155,112,3
48423,201,170,126,3
48424,199,168,124,3
48425,200,169,125,3
48426,224,193,149,3
48427,222,193,153,3
48428,207,178,138,3
48429,185,156,116,3
48430,189,160,120,3
48431,227,198,158,3
48432,253,224,184,3
48433,246,217,177,3
48434,232,203,163,3
48435,254,225,185,3
48436,250,221,181,3
48437,253,224,184,3
48438,234,205,165,3
48439,224,195,155,3
48440,238,209,169,3
48441,232,203,163,3
48442,222,190,151,3
48443,212,178,140,3
48444,216,182,144,3
48445,213,178,140,3
48446,198,163,125,3
48447,187,152,114,3
48448,184,149,111,3
48449,181,146,108,3
48450,177,142,104,3
48451,155,120,82,3
48452,148,113,75,3
48453,152,117,79,3
48454,151,116,78,3
48455,179,144,106,3
48456,205,170,132,3
48457,201,166,128,3
48458,225,190,152,3
48459,223,187,151,3
48460,195,159,123,3
48461,192,156,120,3
